feature_a,feature_b,abs_pearson_r,feature_a_outcome_corr_abs,feature_b_outcome_corr_abs,kept_feature,dropped_feature
ce_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-HHH_glcm_JointAverage,0.8955266850622831,0.0853143895399856,0.0283860651470176,ce_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-HHH_glcm_JointAverage
ce_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-HHH_glcm_SumAverage,0.8955266850622831,0.0853143895399856,0.028386065147017612,ce_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-HHH_glcm_SumAverage
ce_wavelet-LLH_firstorder_Maximum,ce_log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,0.8350794097818944,0.1073816931767245,0.021087964935356283,ce_wavelet-LLH_firstorder_Maximum,ce_log-sigma-3-0-mm-3D_glszm_GrayLevelVariance
t2_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,t2_wavelet-LHL_firstorder_RootMeanSquared,0.8948148161424354,0.001686527634146684,0.021943423013922853,t2_wavelet-LHL_firstorder_RootMeanSquared,t2_log-sigma-1-0-mm-3D_glcm_DifferenceAverage
t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-1-0-mm-3D_firstorder_Entropy,0.8300466189178228,0.10930943912227593,0.004621118563281053,t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-1-0-mm-3D_firstorder_Entropy
dwi_wavelet-HHL_glcm_Idn,dwi_wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.8050140662310926,0.15982479887797071,0.08495131489647016,dwi_wavelet-HHL_glcm_Idn,dwi_wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis
ce_wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-HHL_glcm_Idn,0.8794886841337167,0.010187042940790796,0.026979418760615353,ce_wavelet-HHL_glcm_Idn,ce_wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,ce_wavelet-HLH_gldm_DependenceNonUniformity,0.8458652331384005,0.16540165985902328,0.118908314991501,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,ce_wavelet-HLH_gldm_DependenceNonUniformity
ce_original_ngtdm_Strength,ce_log-sigma-1-0-mm-3D_ngtdm_Strength,0.8740079024672104,0.062495448460705275,0.03861841248250231,ce_original_ngtdm_Strength,ce_log-sigma-1-0-mm-3D_ngtdm_Strength
t2_wavelet-LHL_firstorder_RootMeanSquared,t2_wavelet-LHL_firstorder_90Percentile,0.9585783450523118,0.021943423013922853,0.0419950597017391,t2_wavelet-LHL_firstorder_90Percentile,t2_wavelet-LHL_firstorder_RootMeanSquared
dwi_wavelet-HHH_ngtdm_Contrast,dwi_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,0.8287780698609297,0.05704914927164555,0.11454611952100004,dwi_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,dwi_wavelet-HHH_ngtdm_Contrast
dwi_wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,dwi_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,0.9657532776657163,0.15337132137042744,0.11454611952100004,dwi_wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,dwi_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis
ce_wavelet-HHL_glcm_Idn,ce_wavelet-HHL_glcm_Idmn,0.9644182261214158,0.026979418760615353,0.005264777180527359,ce_wavelet-HHL_glcm_Idn,ce_wavelet-HHL_glcm_Idmn
ce_wavelet-HLL_firstorder_Energy,ce_log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.9235527292056177,0.009750582365979131,0.009080433599269747,ce_wavelet-HLL_firstorder_Energy,ce_log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis
t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-2-0-mm-3D_glcm_MaximumProbability,0.8081047559214971,0.10930943912227593,0.05898936043834583,t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-2-0-mm-3D_glcm_MaximumProbability
t2_wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,ce_wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.8811356141858887,0.11811786183926543,0.09107164810878643,t2_wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,ce_wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis
t2_wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,dwi_log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.9601374900388113,0.11811786183926543,0.12138344604380309,dwi_log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,t2_wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis
ce_wavelet-LLH_glrlm_GrayLevelNonUniformity,dwi_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,0.931805243481084,0.11421281280760484,0.0825990161958883,ce_wavelet-LLH_glrlm_GrayLevelNonUniformity,dwi_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity
ce_wavelet-HLL_glcm_Idn,ce_wavelet-HLL_glcm_Idmn,0.8973554411356136,0.05805392208292832,0.07241287094953565,ce_wavelet-HLL_glcm_Idmn,ce_wavelet-HLL_glcm_Idn
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,ce_wavelet-LLH_gldm_DependenceNonUniformity,0.8562410962335135,0.16540165985902328,0.08652568712343886,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,ce_wavelet-LLH_gldm_DependenceNonUniformity
dwi_wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,dwi_wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.9160581461614976,0.061730005736065956,0.008444919737852235,dwi_wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,dwi_wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis
ce_wavelet-LLH_glrlm_GrayLevelNonUniformity,dwi_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,0.8741796035745866,0.11421281280760484,0.11241157108052141,ce_wavelet-LLH_glrlm_GrayLevelNonUniformity,dwi_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,ce_original_gldm_DependenceNonUniformity,0.8819844078399804,0.16540165985902328,0.10035581093801432,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,ce_original_gldm_DependenceNonUniformity
t2_wavelet-LLL_glcm_MaximumProbability,t2_original_glcm_MaximumProbability,0.9270379473819177,0.021873553831495373,0.004989650312298673,t2_wavelet-LLL_glcm_MaximumProbability,t2_original_glcm_MaximumProbability
ce_wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,ce_original_glszm_GrayLevelNonUniformityNormalized,0.9440001727740291,0.08251635185773314,0.08576459226940737,ce_original_glszm_GrayLevelNonUniformityNormalized,ce_wavelet-LLL_glszm_GrayLevelNonUniformityNormalized
dwi_wavelet-HLL_ngtdm_Coarseness,t2_wavelet-LLL_ngtdm_Coarseness,0.8425781765289794,0.1319278077360299,0.1513786713597487,t2_wavelet-LLL_ngtdm_Coarseness,dwi_wavelet-HLL_ngtdm_Coarseness
ce_log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,ce_wavelet-LLL_firstorder_InterquartileRange,0.9368557958498768,0.020065203760940297,0.011729217316195145,ce_log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,ce_wavelet-LLL_firstorder_InterquartileRange
ce_wavelet-LLH_firstorder_Maximum,ce_log-sigma-1-0-mm-3D_firstorder_10Percentile,0.8603317544555575,0.1073816931767245,0.022834453055279542,ce_wavelet-LLH_firstorder_Maximum,ce_log-sigma-1-0-mm-3D_firstorder_10Percentile
dwi_wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,dwi_wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.854157198623692,0.07091294878646016,1.2017964736057707e-05,dwi_wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,dwi_wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,t2_wavelet-HHH_gldm_DependenceNonUniformity,0.8601319732528644,0.16540165985902328,0.10203541908016743,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,t2_wavelet-HHH_gldm_DependenceNonUniformity
ce_wavelet-HLL_firstorder_Energy,ce_wavelet-HLL_ngtdm_Complexity,0.8143932229158405,0.009750582365979131,0.009719543180319909,ce_wavelet-HLL_firstorder_Energy,ce_wavelet-HLL_ngtdm_Complexity
dwi_wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,dwi_wavelet-HLH_gldm_LargeDependenceEmphasis,0.8038398816580296,0.12016994027399576,0.13276736079218057,dwi_wavelet-HLH_gldm_LargeDependenceEmphasis,dwi_wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis
dwi_wavelet-LHH_gldm_LargeDependenceEmphasis,dwi_wavelet-HLH_gldm_LargeDependenceEmphasis,0.93651144055762,0.11379149594037183,0.13276736079218057,dwi_wavelet-HLH_gldm_LargeDependenceEmphasis,dwi_wavelet-LHH_gldm_LargeDependenceEmphasis
t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-3-0-mm-3D_firstorder_Entropy,0.8350660468992687,0.10930943912227593,0.04563223317291465,t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-3-0-mm-3D_firstorder_Entropy
ce_wavelet-HLH_glszm_ZoneEntropy,ce_wavelet-HLH_glcm_Idn,0.8940371324829622,0.11034247114475054,0.14689757084744676,ce_wavelet-HLH_glcm_Idn,ce_wavelet-HLH_glszm_ZoneEntropy
ce_wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,ce_wavelet-HLH_glcm_Idn,0.8980395854646609,0.10218718529122113,0.14689757084744676,ce_wavelet-HLH_glcm_Idn,ce_wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,0.8738274589510304,0.16540165985902328,0.1486451662285259,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity
ce_wavelet-LLH_firstorder_Maximum,ce_wavelet-HLL_glszm_HighGrayLevelZoneEmphasis,0.8339372658594569,0.1073816931767245,0.010841363422841959,ce_wavelet-LLH_firstorder_Maximum,ce_wavelet-HLL_glszm_HighGrayLevelZoneEmphasis
t2_wavelet-LHH_firstorder_Variance,t2_wavelet-LHL_glcm_Contrast,0.8136918095888789,0.09603483427157922,0.027167414560967853,t2_wavelet-LHH_firstorder_Variance,t2_wavelet-LHL_glcm_Contrast
dwi_original_glcm_JointEnergy,dwi_wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,0.8411955705215886,0.14809726472787674,0.1105255810413186,dwi_original_glcm_JointEnergy,dwi_wavelet-LLL_glszm_GrayLevelNonUniformityNormalized
dwi_wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,dwi_wavelet-HHL_glrlm_LongRunEmphasis,0.9832176502549548,0.13641491287176807,0.11823256167381486,dwi_wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,dwi_wavelet-HHL_glrlm_LongRunEmphasis
t2_original_firstorder_Minimum,t2_wavelet-LLL_firstorder_Minimum,0.9944065361140955,0.05974021783306263,0.06549229788260805,t2_wavelet-LLL_firstorder_Minimum,t2_original_firstorder_Minimum
dwi_wavelet-HHL_glcm_DifferenceVariance,dwi_wavelet-HHL_glcm_MCC,0.8429643652408652,0.03962802865690559,0.08070568276710183,dwi_wavelet-HHL_glcm_MCC,dwi_wavelet-HHL_glcm_DifferenceVariance
t2_wavelet-HHL_glszm_ZoneEntropy,t2_wavelet-HHL_glcm_JointAverage,0.8090275358753248,0.11098570328377329,0.09478468655813345,t2_wavelet-HHL_glszm_ZoneEntropy,t2_wavelet-HHL_glcm_JointAverage
t2_wavelet-HHL_glszm_ZoneEntropy,t2_wavelet-HHL_glcm_SumAverage,0.8090275358753246,0.11098570328377329,0.0947846865581334,t2_wavelet-HHL_glszm_ZoneEntropy,t2_wavelet-HHL_glcm_SumAverage
t2_wavelet-HHH_glcm_MaximumProbability,ce_wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,0.8005012506756621,0.22506369086134778,0.1810686709422236,t2_wavelet-HHH_glcm_MaximumProbability,ce_wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized
ce_log-sigma-3-0-mm-3D_firstorder_Median,ce_log-sigma-3-0-mm-3D_firstorder_Mean,0.990856626836999,0.044119947500181,0.046328240857115316,ce_log-sigma-3-0-mm-3D_firstorder_Mean,ce_log-sigma-3-0-mm-3D_firstorder_Median
ce_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,ce_wavelet-LLL_glszm_GrayLevelNonUniformity,0.8795327315129342,0.11789452533070635,0.10538149797450587,ce_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,ce_wavelet-LLL_glszm_GrayLevelNonUniformity
dwi_wavelet-LHH_gldm_DependenceVariance,dwi_wavelet-LHH_gldm_DependenceEntropy,0.819043382899672,0.0873767539042704,0.0927036175533266,dwi_wavelet-LHH_gldm_DependenceEntropy,dwi_wavelet-LHH_gldm_DependenceVariance
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_original_gldm_DependenceNonUniformity,0.8282511001207497,0.16540165985902328,0.06904907553036124,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_original_gldm_DependenceNonUniformity
ce_wavelet-LLH_glrlm_GrayLevelNonUniformity,ce_wavelet-LLL_glrlm_GrayLevelNonUniformity,0.9434965718128426,0.11421281280760484,0.10015812061576583,ce_wavelet-LLH_glrlm_GrayLevelNonUniformity,ce_wavelet-LLL_glrlm_GrayLevelNonUniformity
t2_wavelet-HHH_glcm_MaximumProbability,ce_wavelet-HHH_glcm_MaximumProbability,0.8430912886817215,0.22506369086134778,0.2012361396335048,t2_wavelet-HHH_glcm_MaximumProbability,ce_wavelet-HHH_glcm_MaximumProbability
dwi_original_glcm_JointEnergy,dwi_original_glrlm_GrayLevelNonUniformityNormalized,0.9631653943835328,0.14809726472787674,0.13307778513323767,dwi_original_glcm_JointEnergy,dwi_original_glrlm_GrayLevelNonUniformityNormalized
t2_log-sigma-2-0-mm-3D_glcm_Idn,t2_log-sigma-3-0-mm-3D_glcm_Idn,0.8900150593020723,0.1523424415299381,0.12937429065133935,t2_log-sigma-2-0-mm-3D_glcm_Idn,t2_log-sigma-3-0-mm-3D_glcm_Idn
ce_wavelet-LLH_firstorder_Maximum,ce_wavelet-LLH_firstorder_90Percentile,0.8210149263690181,0.1073816931767245,0.06696287171597938,ce_wavelet-LLH_firstorder_Maximum,ce_wavelet-LLH_firstorder_90Percentile
ce_wavelet-LLH_firstorder_Maximum,ce_log-sigma-1-0-mm-3D_firstorder_Minimum,0.892726796225449,0.1073816931767245,0.03530399552019043,ce_wavelet-LLH_firstorder_Maximum,ce_log-sigma-1-0-mm-3D_firstorder_Minimum
t2_wavelet-LHH_firstorder_Variance,t2_wavelet-LHH_glszm_GrayLevelVariance,0.8628256728139204,0.09603483427157922,0.15516932385364554,t2_wavelet-LHH_glszm_GrayLevelVariance,t2_wavelet-LHH_firstorder_Variance
t2_wavelet-LHH_glcm_JointAverage,t2_wavelet-LHH_glszm_GrayLevelVariance,0.9393273017835031,0.18076935167473349,0.15516932385364554,t2_wavelet-LHH_glcm_JointAverage,t2_wavelet-LHH_glszm_GrayLevelVariance
t2_wavelet-HLH_glcm_DifferenceAverage,t2_wavelet-HLH_glcm_SumEntropy,0.9344038677090988,0.14516492920948249,0.11672057966069589,t2_wavelet-HLH_glcm_DifferenceAverage,t2_wavelet-HLH_glcm_SumEntropy
ce_wavelet-HLL_firstorder_Energy,ce_log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.8242538530050783,0.009750582365979131,0.055809408024137926,ce_log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,ce_wavelet-HLL_firstorder_Energy
ce_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,ce_log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.8134015674305493,0.11789452533070635,0.055809408024137926,ce_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,ce_log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity
ce_log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,ce_original_firstorder_RobustMeanAbsoluteDeviation,0.9391305776688614,0.020065203760940297,0.01049145280006215,ce_log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,ce_original_firstorder_RobustMeanAbsoluteDeviation
ce_wavelet-LLH_firstorder_Maximum,ce_wavelet-LLL_glcm_DifferenceVariance,0.8052923834311755,0.1073816931767245,0.025685360002516318,ce_wavelet-LLH_firstorder_Maximum,ce_wavelet-LLL_glcm_DifferenceVariance
dwi_wavelet-LHL_glrlm_LowGrayLevelRunEmphasis,dwi_wavelet-LHL_gldm_LowGrayLevelEmphasis,0.9948460971060489,0.06262719493685207,0.056023881211184325,dwi_wavelet-LHL_glrlm_LowGrayLevelRunEmphasis,dwi_wavelet-LHL_gldm_LowGrayLevelEmphasis
t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_wavelet-LLL_glcm_InverseVariance,0.8829979401072559,0.10930943912227593,0.07828400217417246,t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_wavelet-LLL_glcm_InverseVariance
ce_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.8919540574541669,0.0853143895399856,0.008356290932783192,ce_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-HHH_glszm_GrayLevelNonUniformityNormalized
t2_wavelet-HLH_glcm_Correlation,t2_wavelet-HLH_glcm_InverseVariance,0.9436649335899677,0.1587654435380792,0.1333098852677314,t2_wavelet-HLH_glcm_Correlation,t2_wavelet-HLH_glcm_InverseVariance
ce_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,ce_wavelet-LLL_glszm_SizeZoneNonUniformity,0.8192668195585712,0.11789452533070635,0.023262210108875893,ce_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,ce_wavelet-LLL_glszm_SizeZoneNonUniformity
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,t2_wavelet-LHL_glrlm_RunLengthNonUniformity,0.965501130681033,0.16540165985902328,0.12265441626898811,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,t2_wavelet-LHL_glrlm_RunLengthNonUniformity
dwi_wavelet-HLH_glcm_InverseVariance,dwi_wavelet-HLH_gldm_DependenceVariance,0.819381444180597,0.006113251143534618,0.07976374548236426,dwi_wavelet-HLH_gldm_DependenceVariance,dwi_wavelet-HLH_glcm_InverseVariance
t2_wavelet-HHL_glrlm_RunVariance,ce_wavelet-HHL_glrlm_RunVariance,0.8966882935027369,0.047362615412646254,0.10204043259288324,ce_wavelet-HHL_glrlm_RunVariance,t2_wavelet-HHL_glrlm_RunVariance
t2_wavelet-LLL_glcm_MaximumProbability,t2_wavelet-LLL_glcm_JointEnergy,0.9766051475079596,0.021873553831495373,0.009066458509401269,t2_wavelet-LLL_glcm_MaximumProbability,t2_wavelet-LLL_glcm_JointEnergy
ce_wavelet-HLH_glcm_Idn,ce_wavelet-HLH_gldm_LowGrayLevelEmphasis,0.959982342088421,0.14689757084744676,0.13449276294745863,ce_wavelet-HLH_glcm_Idn,ce_wavelet-HLH_gldm_LowGrayLevelEmphasis
t2_log-sigma-1-0-mm-3D_gldm_DependenceVariance,t2_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.8354088089140724,0.04648456256462318,0.04214928278832492,t2_log-sigma-1-0-mm-3D_gldm_DependenceVariance,t2_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized
dwi_log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,ce_wavelet-LLL_glszm_LargeAreaEmphasis,0.9009713901876484,0.12138344604380309,0.09508286082885056,dwi_log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,ce_wavelet-LLL_glszm_LargeAreaEmphasis
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_wavelet-LHL_gldm_GrayLevelNonUniformity,0.8518359464382637,0.16540165985902328,0.11728711673500844,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_wavelet-LHL_gldm_GrayLevelNonUniformity
dwi_wavelet-HHH_gldm_DependenceEntropy,dwi_wavelet-HHH_gldm_DependenceNonUniformityNormalized,0.9498037517944156,0.07577689703848246,0.13018787396622405,dwi_wavelet-HHH_gldm_DependenceNonUniformityNormalized,dwi_wavelet-HHH_gldm_DependenceEntropy
ce_wavelet-LHL_gldm_DependenceEntropy,ce_wavelet-HLL_gldm_DependenceEntropy,0.8669764238640787,0.019629196064413962,0.016265629687154913,ce_wavelet-LHL_gldm_DependenceEntropy,ce_wavelet-HLL_gldm_DependenceEntropy
dwi_wavelet-HLL_glcm_MaximumProbability,dwi_wavelet-HLL_glcm_InverseVariance,0.8420835974771659,0.21237403671680094,0.1810470889707086,dwi_wavelet-HLL_glcm_MaximumProbability,dwi_wavelet-HLL_glcm_InverseVariance
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,ce_wavelet-HHL_gldm_DependenceNonUniformity,0.8411053182914309,0.16540165985902328,0.07912234082437057,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,ce_wavelet-HHL_gldm_DependenceNonUniformity
t2_wavelet-LHH_glszm_SizeZoneNonUniformity,t2_wavelet-HHL_glszm_SizeZoneNonUniformity,0.9680065550226756,0.1514620623420359,0.11230279380343751,t2_wavelet-LHH_glszm_SizeZoneNonUniformity,t2_wavelet-HHL_glszm_SizeZoneNonUniformity
ce_wavelet-HHL_glrlm_RunVariance,ce_wavelet-HHL_glrlm_LongRunEmphasis,0.9607236684683557,0.10204043259288324,0.08808287996555145,ce_wavelet-HHL_glrlm_RunVariance,ce_wavelet-HHL_glrlm_LongRunEmphasis
dwi_wavelet-HLL_glcm_MaximumProbability,dwi_wavelet-HLL_glcm_DifferenceAverage,0.8546204800626525,0.21237403671680094,0.1548286311685101,dwi_wavelet-HLL_glcm_MaximumProbability,dwi_wavelet-HLL_glcm_DifferenceAverage
dwi_log-sigma-1-0-mm-3D_glrlm_RunVariance,dwi_wavelet-HLL_glrlm_RunVariance,0.8103064962296548,0.02826750057775414,0.02710918521936634,dwi_log-sigma-1-0-mm-3D_glrlm_RunVariance,dwi_wavelet-HLL_glrlm_RunVariance
t2_wavelet-LHH_glrlm_RunEntropy,t2_wavelet-HLH_glrlm_RunEntropy,0.8446846401832708,0.17742427066412125,0.18317658128010722,t2_wavelet-HLH_glrlm_RunEntropy,t2_wavelet-LHH_glrlm_RunEntropy
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,0.8612664892879477,0.16540165985902328,0.1359977056374387,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity
dwi_wavelet-HLL_glcm_MaximumProbability,dwi_wavelet-HLL_glcm_Idm,0.859352553519981,0.21237403671680094,0.16622077347283598,dwi_wavelet-HLL_glcm_MaximumProbability,dwi_wavelet-HLL_glcm_Idm
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,0.8672290788654919,0.16540165985902328,0.1386653902513483,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity
dwi_wavelet-HLL_glcm_MaximumProbability,dwi_wavelet-HLL_glcm_Id,0.8581665227335715,0.21237403671680094,0.16928718052583155,dwi_wavelet-HLL_glcm_MaximumProbability,dwi_wavelet-HLL_glcm_Id
ce_wavelet-LLH_firstorder_Maximum,ce_log-sigma-2-0-mm-3D_firstorder_Maximum,0.8361533784826162,0.1073816931767245,0.041448029902719515,ce_wavelet-LLH_firstorder_Maximum,ce_log-sigma-2-0-mm-3D_firstorder_Maximum
t2_wavelet-LHH_glszm_SizeZoneNonUniformity,t2_wavelet-HHH_firstorder_TotalEnergy,0.9618880925141954,0.1514620623420359,0.12091183646006415,t2_wavelet-LHH_glszm_SizeZoneNonUniformity,t2_wavelet-HHH_firstorder_TotalEnergy
t2_wavelet-LHH_glszm_SizeZoneNonUniformity,t2_wavelet-HHH_firstorder_Energy,0.9618880920946633,0.1514620623420359,0.12091183591625543,t2_wavelet-LHH_glszm_SizeZoneNonUniformity,t2_wavelet-HHH_firstorder_Energy
ce_wavelet-HHH_gldm_LargeDependenceEmphasis,t2_log-sigma-3-0-mm-3D_glrlm_RunEntropy,0.8277759648851488,0.18808427318550872,0.13144213348006817,ce_wavelet-HHH_gldm_LargeDependenceEmphasis,t2_log-sigma-3-0-mm-3D_glrlm_RunEntropy
ce_original_glcm_Idn,ce_log-sigma-3-0-mm-3D_glcm_Idn,0.8213888835168123,0.13214579105212712,0.09324129455579905,ce_original_glcm_Idn,ce_log-sigma-3-0-mm-3D_glcm_Idn
t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_wavelet-HHL_glrlm_GrayLevelNonUniformity,0.8766221312818216,0.16540165985902328,0.1169504279237204,t2_wavelet-HLL_glszm_GrayLevelNonUniformity,dwi_wavelet-HHL_glrlm_GrayLevelNonUniformity
dwi_wavelet-LHH_glcm_DifferenceVariance,dwi_wavelet-LHH_glcm_JointEntropy,0.8769843621996726,0.050034905490527595,0.05577893382072541,dwi_wavelet-LHH_glcm_JointEntropy,dwi_wavelet-LHH_glcm_DifferenceVariance
dwi_wavelet-LHH_glcm_JointEnergy,dwi_wavelet-LHH_glcm_JointEntropy,0.8590970330449282,0.09008760164817721,0.05577893382072541,dwi_wavelet-LHH_glcm_JointEnergy,dwi_wavelet-LHH_glcm_JointEntropy
dwi_wavelet-HHL_glcm_MCC,dwi_wavelet-HHL_glcm_Imc2,0.9966125124465668,0.08070568276710183,0.0851005003795343,dwi_wavelet-HHL_glcm_Imc2,dwi_wavelet-HHL_glcm_MCC
ce_wavelet-HLH_glcm_Idn,ce_wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.9608614175652334,0.14689757084744676,0.13323786242089736,ce_wavelet-HLH_glcm_Idn,ce_wavelet-HLH_glrlm_LowGrayLevelRunEmphasis
ce_wavelet-LLH_glrlm_GrayLevelNonUniformity,ce_original_glszm_LargeAreaEmphasis,0.8129607373523923,0.11421281280760484,0.08088721895923187,ce_wavelet-LLH_glrlm_GrayLevelNonUniformity,ce_original_glszm_LargeAreaEmphasis
t2_wavelet-LLL_glcm_MaximumProbability,t2_original_glcm_JointEnergy,0.9477606108075961,0.021873553831495373,0.0004442512749689802,t2_wavelet-LLL_glcm_MaximumProbability,t2_original_glcm_JointEnergy
